Product code,Product name,Category,Sub category,Season,Cost price (EUR),RRP (EUR),WKs active (to date),Launch date,Product count,Sales U BR,Sales € BR (EUR),Sales U AR,Sales € AR (EUR),ST % (to date),Avg weekly ST % (all time),TROS BR Avg,First 3 WK ROS,GP %,RR %,"RR % (units, all time)",Returns U,ATS U,Stock U
24-1-FA24-11-278,Essential Dress Short | Off White,Dresses,Dress,Carry over,16.59,90,52,12/3/2025,1,9,672,7,521,95%,2%,1.5,48.7,77.70%,22%,29%,2,42,35
25-1-FA25-1-437,Tailored V-Neck Dress | Desert Clay,Dresses,Casual,Fall25.1,15.39,89,20,21/10/2025,1,13,957,7,516,28%,1%,1.6,11,79.10%,46%,43%,6,170,163
25-1-SU25-6-143,Sleeveless Woven Dress Regular | Taupe,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,8,458,7,400,82%,2%,1.7,20.3,83.80%,13%,30%,1,152,145
25-2-SP25-2-374,Bamboo Hijab Top | Khaki,Tops,Ls top,Fall25.1,7.74,49,20,21/10/2025,1,7,303,7,303,22%,1%,0.5,8,84.60%,0%,11%,0,233,226
23-2-FA23-10-413,The Pearl Monogram - Premium Jersey | Cactus,Scarves,Decorative,Carry over,8.97,55,40,5/6/2025,1,8,366,7,320,18%,0%,2.1,2.3,80.40%,13%,11%,1,435,428
24-1-FA24-10-278,Essential Dress Regular | Off White,Dresses,Dress,Carry over,16.59,90,52,12/3/2025,1,12,907,7,535,84%,2%,2.2,53.7,78.30%,42%,34%,5,117,110
25-1-FA25-10-437,Blazer Dress | Desert Clay,Dresses,Casual,Fall25.1,15.82,109,20,21/10/2025,1,8,721,7,631,35%,2%,1.2,16,82.50%,13%,33%,1,140,133
25-1-FA25-1-100,Tailored V-Neck Dress | Black,Dresses,Casual,Fall25.1,15.39,89,20,21/10/2025,1,7,519,6,445,17%,1%,0.5,11,79.30%,14%,31%,1,254,248
25-2-FA25-5-438,Comfy Hoodie | Cloud White,Tops,Sweater,Fall25.1,14.86,79,20,21/10/2025,1,18,"1,138",6,470,58%,3%,2,105.7,81.00%,67%,26%,12,319,313
24-2-SU24-7-306,Premium Jersey Prayer Skirt | White Cream,Bottoms,Skirts,Carry over,11.5,49,92,4/6/2024,1,9,376,6,254,70%,1%,1.4,3.7,72.90%,33%,20%,3,86,80
24-1-FA24-11-392,Essential Dress Short | Burgundy,Dresses,Essential,Spring25.1,16.87,90,26,12/9/2025,1,7,521,6,447,91%,3%,1.2,-3.7,77.40%,14%,26%,1,70,64
25-2-FA25-9-374,Boucle Jersey Jacket | Khaki,Outerwear,Jacket,Fall25.1,17.32,94,20,21/10/2025,1,16,"1,258",6,478,93%,4%,3.7,94.3,78.20%,63%,40%,10,34,28
24-1-SU24-8-297,Weightless Woven Scarf | Ocean Blue,Scarves,Modal,Carry over,4.28,25,92,5/6/2024,1,6,127,6,127,43%,0%,1.4,8.3,79.80%,0%,17%,0,290,284
24-2-FA24-21-382,Bamboo Tied Underscarf | Lint,Scarves,Underscarf,Spring25.2,2.72,19,52,13/3/2025,1,6,94,6,94,96%,2%,1.2,2.3,82.70%,0%,10%,0,12,6
25-2-SU25-2-388,Summer Jersey Kaftan Dress | Moss Gray,Dresses,Casual,Summer25,13.1,89,40,5/6/2025,1,10,444,6,156,89%,2%,2.4,6.7,49.70%,40%,41%,4,89,83
24-3-FA24-1-374,The Brushed Scarf | Khaki,Accessories,Scarf,Fall25.1,8.18,59,20,21/10/2025,1,6,293,6,293,76%,4%,0.6,76,83.20%,0%,7%,0,137,131
25-1-FA25-3-462,Tailored Cape | Walnut,Outerwear,Cape,Fall25.1,7.74,39,20,21/10/2025,1,6,194,6,194,99%,5%,1.4,30.7,76.10%,0%,32%,0,7,1
25-1-FA25-19-162,Wool Blend Abaya | Dark Brown,Outerwear,Coat,Fall25.1,21.98,139,20,21/10/2025,1,9,"1,033",6,687,99%,5%,1.8,97,80.80%,33%,34%,3,10,4
24-2-SP24-2-388,Breathable Hijab | Moss Gray,Hijab/khimaar,Hijab,Carry over,4.54,39,40,5/6/2025,1,6,195,6,195,96%,2%,1,5.7,86.00%,0%,14%,0,16,10
23-2-FA23-7-172,Breathable Jersey Scarf | Dark Moss,Scarves,Breathable,Carry over,7.74,39,29,21/8/2025,1,7,227,6,194,89%,3%,1.2,42.7,76.10%,14%,8%,1,192,186
24-2-SS24-2-219,Premium Jersey Hijab | Grey,Hijab/khimaar,(none),Spring24.2,2.58,25,0,Not yet launched,1,7,145,6,125,17%,0%,1.2,5,87.60%,14%,13%,1,"1,568","1,562"
25-1-SU25-28-388,Satin Wide Leg Pants | Moss Gray,Bottoms,Pants,Summer25,11.4,74,40,5/6/2025,1,7,465,6,404,78%,2%,1.4,5,83.10%,14%,35%,1,134,128
25-1-SU25-6-100,Sleeveless Woven Dress Regular | Black,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,6,344,6,344,90%,2%,0.9,9,83.90%,0%,32%,0,30,24
24-1-SU24-8-377,Weightless Woven Scarf | Brown Rice,Scarves,Modal,Carry over,4.15,25,40,5/6/2025,1,7,145,6,132,58%,1%,1.4,9.7,81.20%,14%,10%,1,222,216
25-1-SP25-27-100,Pleated Neck Dress | Black,Dresses,Casual,Spring25.2,14.88,129,52,13/3/2025,1,8,882,6,732,49%,1%,1.6,21.7,87.80%,25%,33%,2,505,499
23-2-FA23-7-295,Breathable Jersey Scarf | Misty Green,Scarves,Breathable,Carry over,7.64,39,40,5/6/2025,1,7,236,6,203,28%,1%,2.7,6.3,77.50%,14%,12%,1,700,694
25-2-SU25-2-143,Summer Jersey Kaftan Dress | Taupe,Dresses,Casual,Summer25,13.1,89,40,5/6/2025,1,6,443,6,443,94%,2%,1.1,-5.3,82.30%,0%,45%,0,44,38
24-1-SU24-8-429,Weightless Woven Scarf | Beige Rose Shibori Print,Scarves,Modal,Carry over,4.15,25,40,5/6/2025,1,6,125,6,125,34%,1%,1.6,8,80.10%,0%,7%,0,342,336
25-1-FA25-17-464,Wool Bomber | Cloud,Outerwear,Bomber,Fall25.2,23.91,129,16,17/11/2025,1,8,746,6,533,88%,5%,0.7,2.3,73.10%,25%,27%,2,40,34
24-1-SU24-8-340,Weightless Woven Scarf | Leaf,Scarves,Modal,Spring25.2,3.93,25,52,13/3/2025,1,7,146,6,125,48%,1%,2.1,8,81.10%,14%,9%,1,269,263
24-3-FA24-1-439,The Brushed Scarf | Dark Cherry,Accessories,Scarf,Fall25.1,8.18,59,20,21/10/2025,1,6,297,6,297,39%,2%,0.5,30.3,86.20%,0%,10%,0,347,341
24-1-FA24-11-131,Essential Dress Short | Chocolate,Dresses,Essential,Fall25.1,15.67,90,20,21/10/2025,1,7,521,6,447,17%,1%,0.7,16.7,79.00%,14%,26%,1,354,348
25-3-FA25-11-100,Ribbed Knit Sweater | Black,Tops,Sweaters,Fall25.1,9.93,94,20,21/10/2025,1,11,862,6,478,55%,3%,1.1,47.7,87.50%,45%,23%,5,194,188
25-1-SP25-47-100,Volume Sleeve Dress | Black,Dresses,Occasion,Spring25.2,14.52,109,52,13/3/2025,1,11,"1,008",5,527,93%,2%,2.2,93.3,86.20%,55%,36%,6,63,58
25-2-SP25-7-100,Soft Rayon Abaya | Black,Outerwear,Abaya,Spring25.1,21.29,98,26,12/9/2025,1,5,406,5,406,92%,3%,1.1,-7,73.80%,0%,38%,0,28,23
25-3-FA25-12-374,Ribbed Knit Skirt | Khaki,Bottoms,Skirts,Fall25.1,8.62,89,20,21/10/2025,1,9,664,5,367,43%,2%,0.9,33.3,88.30%,44%,33%,4,166,161
23-2-FA23-10-239,The Pearl Monogram - Premium Jersey | Sage,Scarves,Decorative scarves,Carry over,8.75,55,73,17/10/2024,1,5,226,5,226,100%,1%,1.4,10.3,80.60%,0%,8%,0,5,0
23-2-SU23-3-161,Essential Legging | Vanilla,Bottoms,Leggings,Essentials,10.05,45,92,8/6/2024,1,5,186,5,186,90%,1%,0.8,-0.7,73.00%,0%,10%,0,115,110
25-2-FA25-8-374,Boucle Jersey Pants | Khaki,Bottoms,Pants,Fall25.1,14.95,89,20,21/10/2025,1,8,591,5,370,72%,3%,0.7,45,79.80%,38%,42%,3,69,64
23-2-FA23-9-295,The Stripes - Premium Jersey | Misty Green,Scarves,Decorative scarves,Carry over,9.34,55,92,8/6/2024,1,5,227,5,227,91%,1%,0.8,3,79.40%,0%,12%,0,45,40
25-1-SP25-26-355,Double Sleeve Blouse | Desert Brown,Tops,Blouse,Spring25.2,12.68,79,52,12/3/2025,1,5,354,5,354,99%,2%,0.8,70.7,82.10%,0%,36%,0,9,4
24-2-SU24-10-277,The Palm Premium | Moon Grey,Scarves,Decorative scarves,Summer24,6.72,55,92,4/6/2024,1,5,226,5,226,65%,1%,0.9,6.7,85.10%,0%,12%,0,163,158
23-2-FA23-7-409,Breathable Jersey Scarf | Powder Blue,Scarves,Breathable,Carry over,7.64,39,40,5/6/2025,1,5,130,5,130,12%,0%,1.2,4.7,70.60%,0%,9%,0,"1,308","1,303"
25-2-FA25-3-438,Comfy Sweater Dress | Cloud White,Dresses,Casual,Fall25.1,14.07,95,20,21/10/2025,1,15,"1,175",5,389,23%,1%,2.5,37,81.90%,67%,38%,10,501,496
24-2-SS24-2-174,Premium Jersey Hijab | Matcha,Hijab/khimaar,(none),Spring24.2,2.58,25,0,Not yet launched,1,5,103,5,103,93%,0%,1.6,14.7,87.50%,0%,22%,0,35,30
25-1-SP25-40-378,Lurex Embroidered Kaftan Dress | Grey Green,Dresses,Occasion,Spring25.2,16.44,139,52,13/3/2025,1,7,841,5,611,98%,2%,1.2,100.7,86.50%,29%,42%,2,12,7
25-1-SU25-26-100,Poplin Shirt | Black,Tops,Shirt,Summer25,10.87,74,40,5/6/2025,1,5,322,5,322,53%,1%,0.8,3.3,83.10%,0%,40%,0,125,120
25-1-SU25-5-147,Woven Abaya Regular | Pastel Orange,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,5,408,5,408,79%,2%,0.8,17.3,84.20%,0%,18%,0,162,157
25-1-SU25-10-411,Wrap Abaya | White Pepper,Outerwear,Abaya,Summer25,17.47,109,40,5/6/2025,1,8,741,5,559,57%,1%,1.5,6,84.40%,38%,53%,3,181,176
25-1-SU25-29-388,Satin Cape Top | Moss Gray,Tops,Blouse,Summer25,11.55,79,40,5/6/2025,1,6,413,5,348,72%,2%,1.3,4.7,83.40%,17%,37%,1,202,197
25-1-SU25-36-388,Sleeveless Woven Dress Short | Moss Gray,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,7,400,5,341,75%,2%,1.4,17.7,86.40%,29%,23%,2,101,96
24-2-SU24-14-176,Essential Underscarf | Dusty Bone,Scarves,Underscarf,Summer24,3.45,25,92,8/6/2024,1,6,125,5,114,99%,1%,1.3,10,84.90%,17%,21%,1,8,3
23-2-FA23-8-282,Premium Jersey Scarf | Sand,Scarves,Premium,Carry over,6.11,25,40,5/6/2025,1,5,123,5,123,77%,2%,2.2,95,100.00%,0%,9%,0,293,288
25-2-FA25-9-438,Boucle Jersey Jacket | Cloud White,Outerwear,Jacket,Fall25.1,17.32,94,20,21/10/2025,1,10,722,5,332,41%,2%,1.3,46.7,73.90%,50%,43%,5,234,229
25-3-FA25-2-100,Knitted Cable Pants | Black,Bottoms,Pants,Fall25.1,9.49,74,20,21/10/2025,1,7,428,5,315,47%,2%,0.5,42,84.90%,29%,39%,2,158,153
23-2-FA23-7-266,Breathable Jersey Scarf | Ocean Blue,Scarves,Breathable,Carry over,7.7,39,94,23/5/2024,1,4,135,4,135,48%,1%,0.9,6.7,77.20%,0%,9%,0,417,413
25-1-SU25-14-411,Gathered Neck Dress | White Pepper,Dresses,Casual,Summer25,18.73,129,40,5/6/2025,1,5,549,4,495,63%,2%,1,1.3,84.90%,20%,34%,1,117,113
25-3-FA25-3-100,Knitted Collar Dress | Black,Dresses,Casual,Fall25.1,16.35,104,20,21/10/2025,1,7,616,4,373,49%,2%,0.7,32.3,82.50%,43%,37%,3,135,131
24-1-SU24-2-279,Linen Sleeveless Dress | Rose Dust,Dresses,(none),Summer24,14.25,89,92,4/6/2024,1,5,365,4,297,69%,1%,0.8,12,80.80%,20%,33%,1,57,53
25-1-SU25-32-388,Crepe Dress | Moss Gray,Dresses,Casual,Summer25,20.38,104,40,5/6/2025,1,4,346,4,346,91%,2%,0.9,14.7,76.40%,0%,33%,0,48,44
25-1-SU25-37-147,Woven Abaya Short | Pastel Orange,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,4,335,4,335,77%,2%,1,15.3,84.60%,0%,25%,0,92,88
24-1-FA24-10-340,Essential Dress Regular | Leaf,Dresses,Dress,Spring25.2,16.59,90,52,12/3/2025,1,5,384,4,310,62%,1%,1,7.3,78.60%,20%,32%,1,184,180
25-2-SP25-11-100,Classic Dress | Black,Dresses,Casual,Spring25.2,11.58,89,52,13/3/2025,1,5,297,4,224,97%,2%,0.9,58.3,79.30%,20%,27%,1,22,18
24-1-SU24-1-279,Batsleeve Abaya | Rose Dust,Outerwear,Abaya,Summer24,19.86,129,93,29/5/2024,1,5,528,4,431,97%,1%,0.8,13.3,81.60%,20%,36%,1,10,6
24-2-SU24-7-355,Premium Jersey Prayer Skirt | Desert Brown,Bottoms,Skirts,Spring25.1,11.36,49,26,12/9/2025,1,4,157,4,157,100%,4%,1.9,-3.3,71.00%,0%,22%,0,4,0
25-1-SP25-30-377,Satin Bias Skirt | Brown Rice,Bottoms,Skirts,Spring25.2,9.74,69,52,12/3/2025,1,4,229,4,229,100%,2%,0.7,33.3,83.00%,0%,47%,0,4,0
25-1-SP25-27-355,Pleated Neck Dress | Desert Brown,Dresses,Casual,Spring25.2,14.88,129,52,13/3/2025,1,6,641,4,492,79%,1%,1.1,27.7,87.90%,33%,36%,2,155,151
25-1-SU25-12-411,Sleeveless Dress | White Pepper,Dresses,Casual,Summer25,13.3,89,40,5/6/2025,1,4,295,4,295,43%,1%,0.6,9.3,82.00%,0%,46%,0,173,169
23-2-SU25-63-407,The Moroccan Premium | Powder Sand,Scarves,Decorative,Summer25,7.22,55,40,5/6/2025,1,4,183,4,183,56%,1%,0.8,2.7,84.20%,0%,28%,0,162,158
23-2-SU25-64-417,The Wave Premium | Ash Cloud,Scarves,Decorative,Summer25,7.22,55,40,5/6/2025,1,4,190,4,190,31%,1%,1,4,84.80%,0%,7%,0,257,253
25-1-FA25-4-437,Tailored Oversized Blazer | Desert Clay,Outerwear,Blazer,Fall25.1,15.39,109,20,21/10/2025,1,4,361,4,361,24%,1%,0.4,12.7,83.00%,0%,30%,0,245,241
24-1-FA24-11-357,Essential Dress Short | Mocha,Dresses,Essential,Spring25.1,16.42,90,26,12/9/2025,1,5,373,4,299,63%,2%,0.8,-0.3,78.00%,20%,36%,1,147,143
25-1-FA25-2-162,Tailored Pants | Dark Brown,Bottoms,Pants,Fall25.1,10.55,74,20,21/10/2025,1,7,442,4,258,89%,4%,0.9,61,87.70%,43%,38%,3,32,28
24-1-FA24-10-324,Essential Dress Regular | Mink,Dresses,Dress,(none),13.12,90,73,17/10/2024,1,4,298,4,298,89%,1%,0.8,22,82.40%,0%,35%,0,112,108
24-1-FA24-10-355,Essential Dress Regular | Desert Brown,Dresses,Essential,Spring25.1,16.42,90,26,12/9/2025,1,4,299,4,299,87%,3%,0.6,-2.3,78.00%,0%,31%,0,52,48
25-1-SP25-29-355,Elasticated Waist Taillored Pants | Desert Brown,Bottoms,Pants,Spring25.2,12.4,79,52,12/3/2025,1,4,299,4,299,89%,2%,0.7,60.3,83.40%,0%,36%,0,55,51
25-1-SU25-6-406,Sleeveless Woven Dress Regular | Sorbet,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,4,229,4,229,64%,2%,0.6,10.3,83.80%,0%,33%,0,208,204
24-1-SP24-23-257,Essential Abaya | Biscuit,Outerwear,Abaya,Carry over,14.75,130,94,23/5/2024,1,6,572,4,421,100%,1%,1.2,3.7,86.00%,33%,34%,2,5,1
25-1-SP25-40-100,Lurex Embroidered Kaftan Dress | Black,Dresses,Occasion,Spring25.2,16.44,139,52,13/3/2025,1,6,744,4,512,68%,1%,1.3,37.3,87.20%,33%,27%,2,183,179
25-1-SU25-13-411,Front Tie Top | White Pepper,Tops,Blouse,Summer25,12.52,75,40,5/6/2025,1,4,248,4,248,95%,2%,0.9,17.3,79.80%,0%,27%,0,24,20
25-1-SU25-5-100,Woven Abaya Regular | Black,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,4,325,4,325,100%,2%,1.5,19,84.10%,0%,20%,0,4,0
25-4-SU25-62-151,The Mini Canvas Bag | Almond,Accessories,Bags,Summer25,13.75,75,40,5/6/2025,1,4,249,4,249,55%,1%,0.6,2.3,78.00%,0%,19%,0,135,131
25-1-FA25-5-374,Shawl Dress | Khaki,Dresses,Occasion,Fall25.2,13.63,119,16,17/11/2025,1,8,788,4,394,46%,3%,1.6,4,86.20%,50%,31%,4,88,84
25-1-FA25-19-438,Wool Blend Abaya | Cloud White,Outerwear,Coat,Fall25.1,21.98,139,20,21/10/2025,1,13,"1,382",4,461,58%,3%,0.9,40,80.90%,69%,35%,9,108,104
24-2-SU24-9-100,Sleeveless Hijab Top | Black,Tops,Hijab tops,Summer24,7.13,49,92,4/6/2024,1,4,161,4,161,78%,1%,0.9,21,82.30%,0%,14%,0,131,127
24-2-SP24-3-374,Breathable Khimaar | Khaki,Hijab/khimaar,Khimaar,Spring25.1,12.22,59,26,12/9/2025,1,4,198,4,198,21%,1%,0.6,-0.3,75.30%,0%,17%,0,403,399
25-1-SU25-21-143,Drop Waist Dress | Taupe,Dresses,Casual,Summer25,21.35,109,40,5/6/2025,1,6,567,4,459,66%,2%,1,1.7,81.40%,33%,44%,2,194,190
25-1-SU25-6-405,Sleeveless Woven Dress Regular | Lake,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,4,228,4,228,74%,2%,0.6,7.3,83.70%,0%,26%,0,100,96
23-2-SU25-64-415,The Wave Premium | Light Mint,Scarves,Decorative,Summer25,7.22,55,40,5/6/2025,1,4,189,4,189,26%,1%,1.3,5,84.70%,0%,7%,0,276,272
25-1-SU25-5-406,Woven Abaya Regular | Sorbet,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,4,325,4,325,95%,2%,0.9,26,84.10%,0%,27%,0,30,26
23-2-FA23-5-282,Essential Legging | Sand,Bottoms,Leggings,Carry over,11.41,45,8,13/1/2026,1,4,149,4,149,47%,5%,0.8,-2,69.30%,0%,11%,0,353,349
25-1-FA25-2-100,Tailored Pants | Black,Bottoms,Pants,Fall25.1,10.55,74,20,21/10/2025,1,9,552,4,233,40%,2%,0.9,26.3,77.40%,56%,31%,5,172,168
24-1-FA24-11-321,Essential Dress Short | Dusty Indigo,Dresses,Dress,(none),13.12,90,73,17/10/2024,1,6,448,4,300,100%,1%,1.1,29.7,82.50%,33%,29%,2,6,2
24-2-SU24-7-164,Premium Jersey Prayer Skirt | Ash Brown,Bottoms,Skirts,Carry over,11.52,49,26,12/9/2025,1,8,331,4,168,94%,4%,3.6,2,72.60%,50%,25%,4,45,41
24-2-SP24-3-172,Breathable Khimaar | Dark Moss,Hijab/khimaar,Khimaar,Spring25.1,12.22,59,26,12/9/2025,1,4,186,4,186,16%,1%,0.6,-0.7,73.70%,0%,18%,0,347,343
25-1-SU25-29-143,Satin Cape Top | Taupe,Tops,Blouse,Summer25,11.55,79,40,5/6/2025,1,6,396,4,240,87%,2%,1.4,9.3,80.80%,33%,41%,2,67,63
25-1-SU25-36-147,Sleeveless Woven Dress Short | Pastel Orange,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,4,237,4,237,75%,2%,0.8,14,84.40%,0%,25%,0,104,100
25-4-FA25-13-100,Maxi Oval Bag | Black,Accessories,Bags,Fall25.2,11.87,79,16,17/11/2025,1,7,459,4,262,13%,1%,0.5,2,81.90%,43%,26%,3,254,250
1.57115E+13,Dark Brown Notebook,(none),(none),(none),0,0,13,11/12/2025,1,4,56,4,56,90%,7%,1,1.7,100.00%,0%,0%,0,6,2
25-2-SU25-3-388,Summer Jersey Top | Moss Gray,Tops,Ls top,Summer25,8.93,59,40,5/6/2025,1,6,294,4,244,93%,2%,1.3,7.3,85.40%,33%,32%,2,43,39
25-3-FA25-11-374,Ribbed Knit Sweater | Khaki,Tops,Sweaters,Fall25.1,9.93,94,20,21/10/2025,1,10,774,4,311,36%,2%,1,50.3,87.20%,60%,31%,6,337,333
25-4-SU25-54-427,The Summer Tote | Natural,Accessories,Bags,Summer25,12.26,79,40,5/6/2025,1,4,261,4,261,97%,2%,0.7,15.7,81.20%,0%,14%,0,13,9
23-2-FA23-7-371,Breathable Jersey Scarf | Birch,Scarves,Breathable,Spring25.1,7.31,39,26,12/9/2025,1,4,129,4,129,100%,4%,5.9,4.7,77.30%,0%,9%,0,4,0
25-1-SP25-19-355,Bias Cut Skirt | Desert Brown,Bottoms,Skirts,Spring25.2,12.22,69,52,13/3/2025,1,4,239,4,239,100%,2%,0.8,86,79.50%,0%,40%,0,6,2
25-1-SU25-28-143,Satin Wide Leg Pants | Taupe,Bottoms,Pants,Summer25,11.4,74,40,5/6/2025,1,5,310,4,249,90%,2%,1.1,8,81.70%,20%,35%,1,40,36
25-2-SU25-4-388,Summer Jersey Pants | Moss Gray,Bottoms,Pants,Summer25,9.71,64,40,5/6/2025,1,4,212,4,212,62%,2%,0.9,0.7,81.70%,0%,34%,0,233,229
25-1-FA25-7-374,Satin Skirt | Khaki,Bottoms,Skirts,Fall25.2,9.67,79,16,17/11/2025,1,5,328,4,262,17%,1%,0.6,2.3,85.30%,20%,22%,1,141,137
1.57115E+13,Dark Cherry note book,(none),(none),(none),0,0,13,11/12/2025,1,4,56,4,56,72%,5%,0.6,1.7,100.00%,0%,0%,0,11,7
23-2-FA23-10-295,The Pearl Monogram - Premium Jersey | Misty Green,Scarves,Decorative scarves,Carry over,8.68,55,92,8/6/2024,1,4,183,3,137,56%,1%,1,13.3,81.00%,25%,9%,1,328,325
24-1-SP24-22-100,Essential Dress | Black,Dresses,Dress,Carry over,13.97,90,94,23/5/2024,1,3,225,3,225,79%,1%,0.6,4,81.40%,0%,23%,0,276,273
24-2-SP24-6-356,Premium Jersey Khimaar | Eiffel Tower,Hijab/khimaar,Khimaar,Spring25.1,11.86,49,26,12/9/2025,1,4,163,3,122,100%,4%,1.3,-2.3,70.80%,25%,12%,1,3,0
25-1-SP25-19-100,Bias Cut Skirt | Black,Bottoms,Skirts,Spring25.2,12.22,69,52,12/3/2025,1,4,238,3,180,85%,2%,1,44.7,79.70%,25%,30%,1,116,113
23-2-FA23-10-382,The Pearl Monogram - Premium Jersey | Lint,Scarves,Decorative,Spring25.2,8.64,55,52,13/3/2025,1,4,196,3,151,100%,2%,0.8,36,82.80%,25%,12%,1,3,0
24-2-SP24-9-257,Dull Satin Edge Scarf | Biscuit,Scarves,Decorative scarves,Carry over,5.39,59,94,23/5/2024,1,3,98,3,98,83%,1%,0.6,2.7,83.40%,0%,23%,0,37,34
24-2-SP24-11-191,The Curved Premium | Dusty Orange,Scarves,Decorative scarves,Carry over,7.17,55,73,17/10/2024,1,3,137,3,137,100%,1%,0.9,4.7,84.40%,0%,9%,0,3,0
25-1-SP25-1-100,Essential Soft Woven Abaya Regular | Black,Outerwear,Abaya,Spring25.1,14.77,130,26,12/9/2025,1,4,432,3,389,59%,2%,0.6,-4,88.60%,25%,37%,1,157,154
25-1-SU25-38-419,The Wave Breathable | Straw,Scarves,Decorative,Summer25,8.73,55,40,5/6/2025,1,3,137,3,137,95%,2%,0.8,14.7,80.80%,0%,12%,0,26,23
25-1-SU25-11-100,Wrap Skirt | Black,Bottoms,Skirts,Summer25,12.42,75,40,5/6/2025,1,6,374,3,189,80%,2%,1.4,4.3,80.30%,50%,26%,3,85,82
25-1-SP25-33-378,Box Fit Blazer | Grey Green,Outerwear,Blazer,Spring25.2,19.75,109,52,12/3/2025,1,5,453,3,380,76%,1%,1.1,22.7,84.40%,40%,29%,2,218,215
23-2-FA23-15-257,The Unique - Breathable Jersey | Biscuit,Scarves,Decorative scarves,Carry over,12,59,13,10/12/2025,1,3,97,3,97,85%,6%,0.5,0.3,62.90%,0%,12%,0,56,53
25-1-SP25-22-377,Satin Classic Blazer | Brown Rice,Outerwear,Blazer,Spring25.2,14.79,99,52,12/3/2025,1,4,328,3,246,83%,2%,0.6,41.7,82.00%,25%,38%,1,56,53
25-3-FA25-2-436,Knitted Cable Pants | Porcelain,Bottoms,Pants,Fall25.1,9.49,74,20,21/10/2025,1,6,306,3,122,27%,1%,0.5,8.3,69.00%,50%,29%,3,158,155
25-2-SP25-2-382,Bamboo Hijab Top | Lint,Tops,Ls top,Spring25.2,8.08,49,52,13/3/2025,1,3,122,3,122,44%,1%,0.5,1.7,80.00%,0%,10%,0,73,70
25-1-SU25-36-143,Sleeveless Woven Dress Short | Taupe,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,4,230,3,200,89%,2%,1,11.7,86.10%,25%,30%,1,46,43
25-1-SU25-5-367,Woven Abaya Regular | Warm Butter,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,6,406,3,243,72%,2%,1.4,7,84.10%,50%,30%,3,165,162
25-2-FA25-4-131,Comfy Skirt | Chocolate,Bottoms,Skirts,Fall25.1,13.1,69,20,21/10/2025,1,8,343,3,286,41%,2%,0.5,17.7,86.20%,63%,30%,5,107,104
26-4-GB-14-314,Rose Scarf Gift Box | Multi Color,Scarves,Breathable,(none),36.7,130,1,6/3/2026,1,3,322,3,322,100%,1%,5.9,3.5,65.80%,0%,0%,0,3,0
25-1-SU25-22-143,Summer Shirt | Taupe,Tops,Shirt,Summer25,14.07,79,40,5/6/2025,1,3,207,3,207,49%,1%,0.6,-3,79.60%,0%,55%,0,305,302
25-1-SU25-5-405,Woven Abaya Regular | Lake,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,3,242,3,242,96%,2%,0.5,12.3,84.00%,0%,22%,0,16,13
25-1-SU25-13-433,Front Tie Top | Warm Khaki,Tops,Blouse,Summer25,12.52,75,40,5/6/2025,1,3,186,3,186,93%,2%,0.5,13,79.90%,0%,26%,0,35,32
25-3-FA25-4-131,Knitted Abaya | Chocolate,Outerwear,Coat,Fall25.1,17.58,119,20,21/10/2025,1,5,498,3,299,17%,1%,0.8,27.7,76.50%,40%,30%,2,483,480
25-2-SP25-9-355,Essential Jersey Dress Short | Desert Brown,Dresses,Essential,Spring25.1,9.44,89,26,12/9/2025,1,8,603,3,218,98%,4%,1.9,-5.7,87.00%,63%,50%,5,8,5
25-2-SP25-5-100,Soft Rayon Pants | Black,Bottoms,Pants,Spring25.1,16.61,69,26,12/9/2025,1,7,388,3,172,93%,3%,1.2,-1,71.00%,57%,28%,4,26,23
25-1-SU25-6-367,Sleeveless Woven Dress Regular | Warm Butter,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,6,344,3,200,62%,2%,1.4,5,86.10%,50%,35%,3,222,219
25-3-FA25-4-100,Knitted Abaya | Black,Outerwear,Coat,Fall25.1,17.58,119,20,21/10/2025,1,8,730,3,239,25%,1%,0.8,30.7,77.90%,63%,33%,5,374,371
25-1-SP25-22-378,Satin Classic Blazer | Grey Green,Outerwear,Blazer,Spring25.2,14.79,99,52,12/3/2025,1,4,349,3,267,80%,2%,0.6,44.7,83.40%,25%,38%,1,62,59
25-1-SU25-17-427,Summer Fil Coupé Abaya | Natural,Outerwear,Abaya,Summer25,17.78,109,40,5/6/2025,1,3,294,3,294,99%,2%,0.5,4,81.80%,0%,29%,0,6,3
